ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
990,239,Kane,R,jumping on spot,central,Ingame,League,195,no,Goal,5,5,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,68,Goal,Left,White,Green,1,2,2,0,1,0,2,5,0,14,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
991,239,Kane,R,step left,central,Ingame,WM-Quali,196,no,Goal,7,4,Group,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,normal,no,3,important,no,Right,National Team,WM-Quali,19,Goal,Left,White,Green,1,1,2,0,0,0,2,4,1,15,0,1,0,2,0,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,yes,no
992,239,Kane,R,jumping left and right,central,Ingame,EM,189,no,Goal,5,2,Semi-Final,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,yes,5,normal,no,Left,National Team,EM,104,Goal,Right,White,Green,1,4,2,0,0,0,2,2,0,8,0,1,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
993,239,Kane,R,no,slightly right,Shootout,EM,196,no,Saved,9,6,Final,Goal,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,strong,no,5,unimportant,yes,Right,National Team,EM,null,Goal,Left,White,Yellow,1,0,3,1,0,0,1,6,0,15,0,2,1,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,yes,no
994,240,Karagounis,R,no,central,Ingame,EM,195,no,null,null,null,Group,null,MF,still,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,normal,yes,3,unimportant,no,null,National Team,EM,71,null,null,Blue,Yellow,1,0,2,0,0,0,0,0,1,14,0,2,0,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
995,241,Karaman,R,no,central,Shootout,Cup,190,no,null,null,null,Quarter-Final,Goal,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,yes,4,normal,no,null,Club,Cup,null,null,null,White,Green,1,0,2,1,0,0,0,0,0,9,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
996,242,Kessie,R,null,0,Ingame,WM,186,no,null,null,null,Quarter-Final,null,MF,null,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6,1,1,1,1,1,1,null,no,4,normal,yes,null,National Team,WM,78,null,null,Orange,Gold,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
997,242,Kessie,R,links geneigt,central,Ingame,League,196,no,Goal,6,6,null,null,MF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,82,null,null,Black,Red,1,1,2,0,1,0,2,6,0,15,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,yes,no
998,242,Kessie,R,no,central,Ingame,League,196,yes,Goal,9,6,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,90,Goal,Left,Black,Green,1,0,2,0,1,1,2,6,0,15,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,no,no
999,242,Kessie,R,no,central,Ingame,League,188,no,Goal,4,4,null,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,6,Goal,Left,White,Red,1,0,2,0,1,0,2,4,0,7,0,2,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1000,242,Kessie,R,no,central,Ingame,League,196,no,Goal,7,4,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Left,Club,League,61,Goal,Right,Red-Black,Yellow,1,0,2,0,1,0,2,4,0,15,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1001,242,Kessie,R,no,central,Ingame,League,184,no,Goal,9,6,null,null,MF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,36,Goal,Left,White,Gold,1,0,2,0,1,0,2,6,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1002,242,Kessie,R,rechts geneigt,central,Ingame,League,186,no,Goal,9,6,null,null,MF,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,90,Goal,Left,Red-Black,Red,1,3,2,0,1,0,2,6,0,5,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1003,242,Kessie,R,no,central,Ingame,League,185,no,Saved,4,4,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,71,Goal,Left,Red-Black,White,1,0,2,0,1,0,1,4,0,4,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1004,242,Kessie,R,no,slightly left,Ingame,League,193,no,Goal,6,6,null,null,MF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,League,79,Saved,Left,Red-Black,Black,1,0,1,0,1,0,2,6,0,12,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,no,no
1005,242,Kessie,R,step right,slightly right,Ingame,League,195,no,Goal,9,6,null,null,MF,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,66,Goal,Left,Black,Yellow,1,3,3,0,1,0,2,6,0,14,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,yes,no
1006,242,Kessie,R,step left,central,Ingame,League,188,no,Goal,7,4,null,null,MF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,Club,League,57,Goal,Left,White,Green,1,1,2,0,1,0,2,4,0,7,0,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
1007,242,Kessie,R,rechts geneigt,central,Ingame,Africacup-Quali,191,no,Goal,8,5,Group,null,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,National Team,Africacup-Quali,69,Goal,Right,Orange,Grey,1,3,2,0,0,0,2,5,1,10,0,1,0,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1008,242,Kessie,R,no,central,Ingame,League,183,no,Goal,7,4,null,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,4,1,1,1,1,1,1,normal,no,4,important,yes,Right,Club,League,73,Goal,Left,Black,Red,1,0,2,0,1,0,2,4,0,2,0,2,0,2,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,no,no
1009,242,Kessie,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,Club,League,45,Goal,Right,White,Yellow,1,0,2,0,1,0,2,4,0,7,0,2,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,no,no
1010,242,Kessie,R,rechts geneigt,central,Ingame,Friendly,188,no,Goal,1,1,null,null,MF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,weak,no,1,normal,no,Left,National Team,Friendly,87,Goal,Right,White,Black,1,3,2,0,0,0,2,1,0,7,0,1,0,3,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,no,no
1011,242,Kessie,R,no,central,Ingame,Africacup-Quali,183,no,Goal,1,1,Group,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,National Team,Africacup-Quali,15,Goal,Left,White,Black,1,0,2,0,0,0,2,1,1,2,0,2,0,2,0,3,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1012,242,Kessie,R,no,central,Ingame,League,191,no,Goal,9,6,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,28,Goal,Right,Red-Black,Yellow,1,0,2,0,1,0,2,6,0,10,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1013,242,Kessie,R,no,central,Ingame,League,191,no,Goal,5,2,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,weak,yes,3,important,no,Right,Club,League,38,Goal,Left,Red-Black,Yellow,1,0,2,0,1,0,2,2,0,10,0,2,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,no,no
1014,242,Kessie,R,no,central,Ingame,League,192,no,Saved,6,6,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,45,Goal,Right,Red-Black,Black,1,0,2,0,1,0,1,6,0,11,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1015,242,Kessie,R,no,central,Ingame,League,191,no,Goal,2,2,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,1,1,1,1,1,1,1,normal,no,3,normal,no,Center,Club,League,15,Saved,Right,White,Blue,1,0,2,0,1,0,2,2,0,10,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,no,no
1016,242,Kessie,R,no,central,Ingame,League,192,no,Goal,1,1,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,36,Goal,Center,Red-Black,Yellow,1,0,2,0,1,0,2,1,0,11,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,yes,no
1017,242,Kessie,R,step left,central,Shootout,Cup,202,no,Goal,9,6,last sixteen,Goal,MF,moving,0.07263973,0.114393939,0.037096516,0.189381759,0.272150838,0.207158472,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,Cup,null,Goal,Right,Red-Black,Yellow,1,1,2,1,0,0,2,6,0,16,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1018,242,Kessie,R,step left,central,Ingame,League,187,no,Goal,7,4,null,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,5,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,55,Goal,Left,White,Black,1,1,2,0,1,0,2,4,0,6,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1019,242,Kessie,R,links geneigt,central,Ingame,EL,195,no,Goal,5,5,last thirty-two,null,MF,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,normal,no,3,normal,no,Center,Club,EL,9,Goal,Right,White,Yellow,1,1,2,0,0,0,2,5,0,14,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,no,no
1020,242,Kessie,R,no,central,Ingame,League,189,no,Goal,6,6,null,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,42,Goal,Center,Blue,Green,1,0,2,0,1,0,2,6,0,8,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,no,no
1021,242,Kessie,R,links geneigt,central,Ingame,League,191,yes,Goal,9,6,null,null,MF,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,90,Goal,Left,Red-Black,Blue,1,1,2,0,1,1,2,6,0,10,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1022,242,Kessie,R,no,central,Ingame,Africacup-Quali,178,no,Goal,9,6,Group,null,MF,still,0.057122488,0.10530303,0.029171988,0.148926178,0.214014192,0.162905444,6,1,1,1,1,1,1,normal,no,2,normal,no,Left,National Team,Africacup-Quali,19,Goal,Right,Orange,Purple,1,0,2,0,0,0,2,6,1,1,0,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1023,242,Kessie,R,no,central,Ingame,League,196,no,Goal,9,6,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,weak,yes,4,important,yes,Left,Club,League,58,Goal,Left,Red-Black,Grey,1,0,2,0,1,0,2,6,0,15,0,2,0,3,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,yes,no
1024,242,Kessie,R,no,slightly right,Ingame,League,192,no,Saved,9,6,null,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,26,Goal,Left,White,Black,1,0,3,0,1,0,1,6,0,11,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,yes,no
1025,242,Kessie,R,no,slightly right,Ingame,League,194,no,Goal,6,6,null,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,4,important,no,Left,Club,League,43,Saved,Right,White,Green,1,0,3,0,1,0,2,6,0,13,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,no,no
1026,242,Kessie,R,no,central,Ingame,League,194,no,Goal,7,4,null,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6,1,1,1,1,1,1,normal,no,4,unimportant,no,Center,Club,League,90,Goal,Left,White,Green,1,0,2,0,1,0,2,4,0,13,0,2,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
1027,243,Kimmich,R,no,central,Shootout,EM,192,yes,null,null,null,Quarter-Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,White,Red,1,0,2,1,0,1,0,0,0,11,1,2,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,no
1028,243,Kimmich,R,jumping on spot,central,Shootout,Cup,190,no,null,null,null,2,Goal,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,null,null,null,Red,Yellow,1,2,2,1,0,0,0,0,0,9,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
1029,244,Kimpembe,L,no,central,Shootout,EM,183,no,null,null,null,last sixteen,Goal,DF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,3,1,1,1,1,1,1,normal,no,4,important,no,null,National Team,EM,null,null,null,Blue,Green,0,0,2,1,0,0,0,0,0,2,1,2,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1030,245,Kjaer,R,no,central,Shootout,WM,191,no,null,null,null,last sixteen,Saved,DF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,White,Green,1,0,2,1,0,0,0,0,0,10,1,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
1031,246,Klaasen,R,no,central,Ingame,Cup,187,no,null,null,null,2,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,2,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,44,null,null,White,Orange,1,0,2,0,0,0,0,0,0,6,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,no,no
1032,246,Klaasen,R,jumping on spot,central,Shootout,Cup,193,no,Goal,2,2,last sixteen,Goal,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,1,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,Cup,null,null,null,White,Blue,1,2,2,1,0,0,2,2,0,12,0,1,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,no,no
1033,246,Klaasen,R,no,central,Ingame,League,190,no,Goal,4,1,null,null,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,5,Goal,Left,White,Blue,1,0,2,0,1,0,2,1,0,9,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1034,246,Klaasen,R,no,central,Ingame,League,190,no,Goal,5,5,null,null,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,55,Goal,Right,White,Blue,1,0,2,0,1,0,2,5,0,9,0,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,no,no
1035,246,Klaasen,R,jumping on spot,central,Ingame,League,183,no,Saved,4,1,null,null,MF,moving,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,5,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,53,Goal,Right,Black,Yellow,1,2,2,0,1,0,1,1,0,2,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,no,no
1036,247,Klos,R,jumping on spot,central,Ingame,League,196,no,null,null,null,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,5,1,1,1,1,1,1,normal,yes,4,normal,no,null,Club,League,80,null,null,Blue,Orange,1,2,2,0,1,0,0,0,0,15,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,yes,no
1037,247,Klos,R,jumping left and right,central,Ingame,League,194,no,Saved,8,5,null,null,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,5,normal,no,Right,Club,League,66,null,null,Black,Yellow,1,4,2,0,1,0,1,5,0,13,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,no,no
1038,248,Koke,R,no,slightly right,Shootout,WM,186,no,null,null,null,last sixteen,Goal,MF,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,yes,4,normal,no,null,National Team,WM,null,null,null,Red,Blue,1,0,3,1,0,0,0,0,0,5,0,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,no,no
1039,249,Kolarov,L,no,central,Ingame,League,186,no,null,null,null,null,null,DF,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,3,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,League,90,null,null,White,Yellow,0,0,2,0,1,0,0,0,0,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
1040,249,Kolarov,L,step right,clearly right,Ingame,League,181,no,Goal,3,3,null,null,DF,moving,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,77,null,null,White,Black,0,3,3,0,1,0,2,3,0,1,1,1,0,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no,no
1041,249,Kolarov,L,no,central,Ingame,WM-Quali,185,no,Saved,9,6,Group,null,DF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,2,normal,no,Right,National Team,WM-Quali,38,Goal,Right,Red,Orange,0,0,2,0,0,0,1,6,1,4,1,2,0,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,no,no
1042,249,Kolarov,L,jumping on spot,central,Ingame,UCL,193,no,Goal,9,6,Group,null,DF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,2,normal,yes,Left,Club,UCL,59,Saved,Right,White,Red,0,2,2,0,0,0,2,6,1,12,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,yes,no
1043,249,Kolarov,L,no,central,Ingame,Friendly,193,no,Goal,7,4,null,null,DF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,yes,1,normal,no,Right,National Team,Friendly,88,Goal,Left,Red,Black,0,0,2,0,0,0,2,4,0,12,1,2,0,2,1,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,no,no
1044,249,Kolarov,L,no,central,Ingame,League,192,no,Saved,7,4,null,null,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,90,Goal,Right,Blue,Grey,0,0,2,0,1,0,1,4,0,11,1,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1045,249,Kolarov,L,no,central,Ingame,League,193,no,Missed,9,6,null,null,DF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,74,Saved,Left,Red,Black,0,0,2,0,1,0,1,6,0,12,1,2,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,yes,no
1046,249,Kolarov,L,no,central,Ingame,League,192,no,Goal,6,6,null,null,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,34,Missed,Right,Red,Black,0,0,2,0,1,0,2,6,0,11,1,2,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,yes,no
1047,249,Kolarov,L,no,central,Ingame,League,187,no,Goal,7,4,null,null,DF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,55,Goal,Right,Red,Green,0,0,2,0,1,0,2,4,0,6,1,2,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,no,no
1048,249,Kolarov,L,no,central,Ingame,League,193,no,Goal,9,6,null,null,DF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,1,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,17,Goal,Right,Red,Green,0,0,2,0,1,0,2,6,0,12,1,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,no,no
1049,249,Kolarov,L,no,central,Ingame,League,193,no,Goal,4,1,null,null,DF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,80,Goal,Left,White,Blue,0,0,2,0,1,0,2,1,0,12,1,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,no,no
1050,249,Kolarov,L,no,central,Ingame,League,191,no,Saved,9,6,null,null,DF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,65,Goal,Right,Red,Blue,0,0,2,0,1,0,1,6,0,10,1,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,no,no
