ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
929,234,Jorginho,R,no,central,Ingame,League,185,no,Goal,9,6,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,4,normal,no,Left,Club,League,65,Goal,Left,Blue,Pink,1,0,2,0,1,0,2,6,0,4,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
930,234,Jorginho,R,links geneigt,central,Ingame,League,189,no,Goal,7,4,null,null,MF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,no,4,normal,no,Center,Club,League,66,Goal,Left,Blue,Green,1,1,2,0,1,0,2,4,0,8,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,yes,no
931,234,Jorginho,R,links geneigt,central,Shootout,EM,190,yes,Goal,9,6,Semi-Final,Saved,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,weak,no,5,important,yes,Center,National Team,EM,null,Goal,Center,Blue,Orange,1,1,2,1,0,1,2,6,0,9,0,1,2,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,yes,no
932,234,Jorginho,R,no,central,Shootout,EM,185,yes,Goal,9,6,Final,Saved,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,weak,yes,5,important,yes,Center,National Team,EM,null,Goal,Center,Blue,Green,1,0,2,1,0,1,2,6,0,4,0,2,2,3,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,no,no
933,235,Jovic,R,no,central,Ingame,League,193,no,null,null,null,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,1,1,1,1,1,1,1,normal,no,3,important,no,null,Club,League,90,null,null,Red,Green,1,0,2,0,1,0,0,0,0,12,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
934,235,Jovic,R,no,central,Shootout,EL,186,no,Goal,1,1,Semi-Final,Goal,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,no,5,normal,yes,Left,Club,EL,null,null,null,White,Green,1,0,2,1,0,0,2,1,0,5,0,2,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
935,236,Kagawa,R,no,central,Ingame,WM,183,no,null,null,null,Group,null,MF,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,5,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,6,null,null,Blue,Green,1,0,2,0,0,0,0,0,1,2,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
936,237,Kainz,R,no,central,Ingame,League,190,no,null,null,null,null,null,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,2,unimportant,no,null,Club,League,45,null,null,White,Green,1,0,2,0,1,0,0,0,0,9,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
937,238,Kalou,R,jumping on spot,central,Ingame,League,187,yes,null,null,null,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3,1,1,1,1,1,1,normal,no,3,unimportant,yes,null,Club,League,90,null,null,Blue,Red,1,2,2,0,1,1,0,0,0,6,0,1,0,2,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
938,238,Kalou,R,no,central,Ingame,League,187,no,Goal,6,3,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,1,1,1,1,1,1,1,normal,no,3,unimportant,yes,Left,Club,League,35,null,null,Blue,Green,1,0,2,0,1,0,2,3,0,6,0,2,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
939,238,Kalou,R,no,central,Ingame,League,194,no,Goal,4,1,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,5,1,1,1,1,1,1,normal,no,2,normal,no,Left,Club,League,90,Goal,Left,Blue-Black,Yellow,1,0,2,0,1,0,2,1,0,13,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,no,no
940,239,Kane,R,no,slightly left,Ingame,EL-Quali,188,no,null,null,null,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,EL-Quali,30,null,null,White,Yellow,1,0,1,0,0,0,0,0,0,7,0,2,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
941,239,Kane,R,no,central,Ingame,EM-Quali,190,no,Saved,7,4,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,strong,yes,3,normal,no,Left,National Team,EM-Quali,45,null,null,Red,Grey,1,0,2,0,0,0,1,4,1,9,0,2,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no
942,239,Kane,R,no,central,Shootout,Cup,191,no,Goal,6,3,last sixteen,Goal,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2,1,1,1,1,1,1,strong,no,2,normal,no,Right,Club,Cup,null,Saved,Left,White,Green,1,0,2,1,0,0,2,3,0,10,0,2,1,1,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,no,no
943,239,Kane,R,no,slightly left,Ingame,EL-Quali,185,no,Goal,2,2,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5,1,1,1,1,1,1,strong,yes,3,normal,no,Left,Club,EL-Quali,14,Goal,Right,White,Yellow,1,0,1,0,0,0,2,2,0,4,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,no,no
944,239,Kane,R,no,central,Ingame,League,193,no,Saved,5,5,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,64,Goal,Left,Yellow,Green,1,0,2,0,1,0,1,5,0,12,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
945,239,Kane,R,no,central,Ingame,League,190,yes,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,yes,3,normal,yes,Right,Club,League,90,Saved,Right,White,Yellow,1,0,2,0,1,1,2,4,0,9,0,2,0,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,no,no
946,239,Kane,R,no,central,Ingame,League,189,no,Saved,7,4,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,64,Goal,Right,White,Green,1,0,2,0,1,0,1,4,0,8,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,yes,no
947,239,Kane,R,jumping on spot,central,Ingame,League,193,no,Goal,7,4,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,9,Saved,Left,White,Yellow,1,2,2,0,1,0,2,4,0,12,0,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,no,no
948,239,Kane,R,jumping on spot,central,Ingame,League,191,no,Goal,9,6,null,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,26,Goal,Right,White,Pink,1,2,2,0,1,0,2,6,0,10,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,no,no
949,239,Kane,R,no,central,Ingame,Cup,189,no,Goal,5,2,3,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,1,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,Cup,89,Goal,Left,White,Black,1,0,2,0,0,0,2,2,0,8,0,2,0,1,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,yes,no
950,239,Kane,R,step right,clearly right,Ingame,League,185,no,Goal,4,1,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,79,Goal,Right,White,Red,1,3,3,0,1,0,2,1,0,4,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,no,no
951,239,Kane,R,jumping on spot,central,Ingame,League,191,no,Goal,7,4,null,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,30,Goal,Left,White,Pink,1,2,2,0,1,0,2,4,0,10,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
952,239,Kane,R,no,central,Ingame,League,196,no,Goal,9,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,53,Goal,Left,White,Blue,1,0,2,0,1,0,2,6,0,15,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,yes,no
953,239,Kane,R,no,central,Ingame,Friendly,192,no,Goal,5,2,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,1,normal,no,Left,National Team,Friendly,72,Goal,Left,White,Pink,1,0,2,0,0,0,2,2,0,11,0,2,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
954,239,Kane,R,no,central,Ingame,League,196,no,Missed,4,4,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,5,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,51,Goal,Left,White,Green,1,0,2,0,1,0,1,4,0,15,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,yes,no
955,239,Kane,R,jumping on spot,central,Ingame,League,187,yes,Goal,5,5,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,League,90,Missed,Left,White,Orange,1,2,2,0,1,1,2,5,0,6,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,no,no
956,239,Kane,R,jumping left and right,central,Ingame,UCL,191,no,Goal,7,4,Group,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,yes,4,normal,no,Left,Club,UCL,52,Goal,Right,Blue,Green,1,4,2,0,0,0,2,4,1,10,0,1,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,yes,no
957,239,Kane,R,jumping on spot,central,Ingame,League,190,no,Goal,9,6,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,39,Goal,Left,White,Yellow,1,2,2,0,1,0,2,6,0,9,0,1,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,no,no
958,239,Kane,R,no,central,Ingame,League,183,no,Goal,7,4,null,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,58,Goal,Right,White,Green,1,0,2,0,1,0,2,4,0,2,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
959,239,Kane,R,no,central,Ingame,League,196,no,Goal,9,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,no,4,important,yes,Left,Club,League,58,Goal,Left,White,Green,1,0,2,0,1,0,2,6,0,15,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,yes,no
960,239,Kane,R,no,central,Ingame,Friendly,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,strong,no,1,normal,yes,Center,National Team,Friendly,48,Goal,Left,White,Yellow,1,0,2,0,0,0,2,4,0,7,0,2,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,yes,no
961,239,Kane,R,jumping on spot,central,Ingame,WM-Quali,190,no,Goal,8,5,Group,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,2,normal,no,Left,National Team,WM-Quali,27,Goal,Center,White,Black,1,2,2,0,0,0,2,5,1,9,0,1,0,2,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,no,no
962,239,Kane,R,no,central,Ingame,League,198,no,Goal,7,4,null,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,7,Goal,Left,White,Orange,1,0,2,0,1,0,2,4,0,16,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,no,no
963,239,Kane,R,no,central,Ingame,League,191,no,Goal,6,3,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,2,1,1,1,1,1,1,normal,yes,3,normal,yes,Left,Club,League,87,Goal,Left,White,Green,1,0,2,0,1,0,2,3,0,10,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
964,239,Kane,R,no,central,Ingame,League,191,yes,Saved,5,2,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,strong,no,3,normal,yes,Center,Club,League,90,Goal,Left,White,Green,1,0,2,0,1,1,1,2,0,10,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,yes
965,239,Kane,R,no,central,Ingame,Cup,183,no,Goal,9,6,last sixteen,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,Cup,88,Saved,Center,White,Black,1,0,2,0,0,0,2,6,0,2,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,no,no
966,239,Kane,R,no,central,Ingame,WM,183,no,Goal,7,4,Group,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1,1,1,1,1,1,1,strong,no,3,normal,no,Left,National Team,WM,22,Goal,Left,White,Grey,1,0,2,0,0,0,2,4,1,2,0,2,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
967,239,Kane,R,no,slightly right,Ingame,WM,183,no,Goal,1,1,Group,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1,1,1,1,1,1,1,strong,no,3,normal,no,Left,National Team,WM,45,Goal,Left,White,Grey,1,0,3,0,0,0,2,1,1,2,0,2,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
968,239,Kane,R,no,slightly right,Ingame,WM,183,no,Goal,1,1,last sixteen,null,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,5,1,1,1,1,1,1,normal,no,4,normal,no,Right,National Team,WM,57,Goal,Left,Red,Blue,1,0,3,0,0,0,2,1,0,2,0,2,0,2,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,no,no
969,239,Kane,R,no,slightly right,Shootout,WM,183,no,Goal,5,5,last sixteen,Goal,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,4,1,1,1,1,1,1,normal,no,4,important,no,Left,National Team,WM,null,Goal,Right,Red,Blue,1,0,3,1,0,0,2,5,0,2,0,2,1,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,no,no
970,239,Kane,R,no,central,Ingame,League,184,no,Goal,7,4,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,42,Goal,Left,Green,Yellow,1,0,2,0,1,0,2,4,0,3,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,no,no
971,239,Kane,R,jumping left and right,central,Ingame,League,195,no,Goal,4,4,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,34,Goal,Left,Green,Yellow,1,4,2,0,1,0,2,4,0,14,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,no,no
972,239,Kane,R,jumping on spot,central,Ingame,League,190,no,Goal,6,6,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,strong,no,3,normal,yes,Left,Club,League,34,Goal,Right,White,Green,1,2,2,0,1,0,2,6,0,9,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
973,239,Kane,R,jumping on spot,central,Ingame,Cup,186,no,Goal,7,4,Semi-Final,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,strong,no,3,normal,yes,Right,Club,Cup,26,Goal,Left,White,Green,1,2,2,0,0,0,2,4,0,5,0,1,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
974,239,Kane,R,no,central,Ingame,League,190,no,Goal,7,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,74,Goal,Right,White,Green,1,0,2,0,1,0,2,4,0,9,0,2,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
975,239,Kane,R,jumping on spot,central,Ingame,EM-Quali,196,no,Goal,9,6,Group,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,1,1,1,1,1,1,1,normal,yes,3,normal,no,Left,National Team,EM-Quali,45,Goal,Left,White,Green,1,2,2,0,0,0,2,6,1,15,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
976,239,Kane,R,no,central,Ingame,League,190,no,Goal,4,1,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,strong,no,3,normal,yes,Left,Club,League,40,Goal,Left,White,Yellow,1,0,2,0,1,0,2,1,0,9,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,no,no
977,239,Kane,R,no,central,Ingame,EM-Quali,182,no,Goal,7,4,Group,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,National Team,EM-Quali,50,Goal,Left,White,Yellow,1,0,2,0,0,0,2,4,1,1,0,2,0,2,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,no,no
978,239,Kane,R,no,central,Ingame,EM-Quali,182,no,Goal,6,3,Group,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,1,1,1,1,1,1,1,strong,no,3,normal,no,Left,National Team,EM-Quali,73,Goal,Right,White,Yellow,1,0,2,0,0,0,2,3,1,1,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,no,no
979,239,Kane,R,no,slightly left,Ingame,EM-Quali,198,no,Goal,1,1,Group,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,4,1,1,1,1,1,1,normal,yes,3,normal,no,Center,National Team,EM-Quali,65,Goal,Left,White,Red,1,0,1,0,0,0,2,1,1,16,0,2,0,2,1,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
980,239,Kane,R,no,central,Ingame,UCL,192,no,Saved,4,4,Group,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,UCL,26,Goal,Center,Blue,Yellow,1,0,2,0,0,0,1,4,1,11,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,no,no
981,239,Kane,R,jumping on spot,central,Ingame,UCL,193,no,Goal,2,2,Group,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,UCL,61,Saved,Left,White,Black,1,2,2,0,0,0,2,2,1,12,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,yes,no
982,239,Kane,R,no,central,Ingame,EM-Quali,188,no,Goal,9,6,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,normal,no,3,important,no,Right,National Team,EM-Quali,5,Goal,Left,White,Green,1,0,2,0,0,0,2,6,1,7,0,2,0,2,0,2,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
983,239,Kane,R,jumping on spot,central,Ingame,League,193,no,Goal,8,5,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,83,Goal,Right,Blue,Grey,1,2,2,0,1,0,2,5,0,12,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,yes,no
984,239,Kane,R,no,central,Ingame,EL-Quali,188,no,Goal,6,3,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,EL-Quali,80,Goal,Left,Yellow,Green,1,0,2,0,0,0,2,3,0,7,0,2,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
985,239,Kane,R,no,central,Shootout,Cup,197,no,Goal,1,1,last sixteen,Goal,ST,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,6,1,1,1,1,1,1,normal,no,2,important,yes,Right,Club,Cup,null,Goal,Left,White,Orange,1,0,2,1,0,0,2,1,0,16,0,2,1,2,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,no,no
986,239,Kane,R,jumping on spot,central,Ingame,EL-Quali,186,no,Goal,9,6,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,5,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,EL-Quali,56,Goal,Right,White,Blue,1,2,2,0,0,0,2,6,0,5,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,no,no
987,239,Kane,R,no,central,Ingame,League,192,no,Goal,8,5,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,strong,no,3,important,yes,Right,Club,League,79,Goal,Left,White,Black,1,0,2,0,1,0,2,5,0,11,0,2,0,1,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,no,no
988,239,Kane,R,jumping on spot,slightly left,Ingame,League,197,no,Goal,4,4,null,null,ST,moving,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,13,Goal,Right,White,Green,1,2,1,0,1,0,2,4,0,16,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,no,no
989,239,Kane,R,no,central,Ingame,League,196,no,Goal,9,6,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,5,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,29,Goal,Left,White,Green,1,0,2,0,1,0,2,6,0,15,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,no,no
