ID,playerid,name,Playerfit,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,Great GK?,Status,Great_GK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat
258,89,Cavani,2,R,jumping on spot,central,Ingame,League,196,no,Goal,7,4,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,strong,no,3,important,no,Center,Club,League,63,Saved,Right,Blue,Black,no,Goal,no,1,2,2,0,1,0,2,4,0,15,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3
259,89,Cavani,2,R,jumping on spot,central,Ingame,League,189,no,Goal,7,4,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,79,Goal,Center,Blue,Red,no,Goal,no,1,2,2,0,1,0,2,4,0,8,0,1,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
260,89,Cavani,2,R,step left,central,Ingame,League,184,no,Goal,9,6,null,null,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,89,Goal,Left,Blue,Red,no,Goal,no,1,1,2,0,1,0,2,6,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
261,89,Cavani,2,R,step right,slightly right,Ingame,Cup,184,no,Goal,3,3,Final,null,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,normal,no,4,normal,yes,Left,Club,Cup,33,Goal,Left,Blue,Red,no,Goal,no,1,3,3,0,0,0,2,3,0,3,0,1,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
262,89,Cavani,2,R,step forward,central,Ingame,WM,185,no,Goal,7,4,Group,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,National Team,WM,24,Goal,Left,Blue,Green,no,Goal,no,1,2,2,0,0,0,2,4,1,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
263,89,Cavani,2,R,rechts geneigt,central,Ingame,League,185,no,Goal,9,6,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,55,Goal,Left,White,Black,no,Goal,no,1,3,2,0,1,0,2,6,0,4,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
264,89,Cavani,2,R,jumping on spot,central,Ingame,Friendly,190,no,Goal,5,5,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,strong,no,1,normal,no,Right,National Team,Friendly,51,Goal,Right,Blue,Blue,no,Goal,no,1,2,2,0,0,0,2,5,0,9,0,1,0,1,0,1,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
265,89,Cavani,2,R,no,central,Ingame,League,187,no,Goal,4,4,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,strong,no,3,unimportant,no,Right,Club,League,69,Goal,Right,White,Blue,no,Goal,no,1,0,2,0,1,0,2,4,0,6,0,2,0,1,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
266,89,Cavani,2,R,no,central,Ingame,League,182,no,Goal,7,4,null,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,73,Goal,Right,Blue,Purple,no,Goal,no,1,0,2,0,1,0,2,4,0,1,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
267,89,Cavani,2,R,rechts geneigt,central,Ingame,Friendly,181,no,Goal,3,3,null,null,ST,moving,0.059062144,0.106439394,0.030162554,0.153983125,0.221281273,0.168437072,4,1,1,1,1,1,1,normal,no,1,normal,no,Right,National Team,Friendly,32,Goal,Right,Blue,Grey,no,Goal,no,1,3,2,0,0,0,2,3,0,1,0,1,0,2,0,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
268,89,Cavani,2,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,yes,3,important,no,Right,Club,League,75,Goal,Right,White,Yellow,no,Saved,no,1,0,2,0,1,0,2,4,0,7,0,2,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1
269,89,Cavani,2,R,no,central,Ingame,Friendly,184,no,Saved,7,4,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,2,1,1,1,1,1,1,strong,no,1,important,no,Left,National Team,Friendly,26,Goal,Right,Blue,Green,no,Goal,no,1,0,2,0,0,0,1,4,0,3,0,2,0,1,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
270,89,Cavani,2,R,no,central,Ingame,League,185,no,Goal,2,2,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,12,Saved,Left,White,Yellow,no,Goal,no,1,0,2,0,1,0,2,2,0,4,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3
271,89,Cavani,2,R,step right,central,Ingame,League,185,no,Goal,7,4,null,null,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,27,Goal,Left,Blue,Green,no,Goal,no,1,3,2,0,1,0,2,4,0,4,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
272,89,Cavani,2,R,no,central,Ingame,UCL,188,no,Goal,7,4,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,UCL,90,Goal,Left,Blue,Yellow,no,Goal,no,1,0,2,0,0,0,2,4,1,7,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
273,89,Cavani,2,R,no,central,Ingame,League,184,no,Goal,7,4,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,5,1,1,1,1,1,1,normal,no,3,normal,yes,Right,Club,League,30,Goal,Left,Blue,Red,no,Goal,no,1,0,2,0,1,0,2,4,0,3,0,2,0,2,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
274,89,Cavani,2,R,no,central,Ingame,League,189,no,Goal,8,5,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,66,Goal,Right,Blue,Red,no,Goal,no,1,0,2,0,1,0,2,5,0,8,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
275,89,Cavani,2,R,no,central,Ingame,League,185,no,Goal,7,4,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,63,Goal,Left,Blue,Orange,no,Goal,no,1,0,2,0,1,0,2,4,0,4,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
276,89,Cavani,2,R,no,central,Ingame,League,191,no,Goal,9,6,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,4,important,no,Left,Club,League,81,Goal,Left,Blue,Pink,yes,Goal,yes,1,0,2,0,1,0,2,6,0,10,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
277,89,Cavani,2,R,no,central,Ingame,League,187,no,Goal,9,6,null,null,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,80,Goal,Left,Blue,Yellow,no,Goal,no,1,0,2,0,1,0,2,6,0,6,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
278,89,Cavani,2,R,no,central,Ingame,WM-Quali,191,no,Goal,7,4,Group,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,strong,no,3,normal,yes,Left,National Team,WM-Quali,9,Goal,Left,Blue,Green,no,Goal,no,1,0,2,0,0,0,2,4,1,10,0,2,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
279,89,Cavani,2,R,no,central,Ingame,League,180,no,Goal,7,4,null,null,ST,still,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,4,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,80,Goal,Left,Red,White,no,Saved,no,1,0,2,0,1,0,2,4,0,1,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
280,89,Cavani,2,R,no,central,Ingame,League,193,no,Saved,4,4,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,75,Goal,Left,Blue,Blue,no,Goal,no,1,0,2,0,1,0,1,4,0,12,0,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
281,89,Cavani,2,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,20,Saved,Left,Blue,Red,no,Goal,no,1,0,2,0,1,0,2,4,0,7,0,2,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
282,89,Cavani,2,R,no,central,Ingame,UCL,193,no,Goal,7,4,Group,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,3,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,UCL,41,Goal,Left,Black,Yellow,no,Goal,no,1,0,2,0,0,0,2,4,1,12,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
283,89,Cavani,2,R,no,central,Ingame,League,184,no,Goal,3,3,null,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,strong,yes,3,unimportant,yes,Left,Club,League,78,Goal,Left,Blue,Blue,no,Saved,no,1,0,2,0,1,0,2,3,0,3,0,2,0,1,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
284,89,Cavani,2,R,links geneigt,central,Ingame,League,198,no,Saved,4,4,null,null,ST,moving,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,4,1,1,1,1,1,1,normal,yes,3,important,no,Left,Club,League,41,Goal,Left,Blue,Red,no,Saved,no,1,1,2,0,1,0,1,4,0,16,0,1,0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
285,89,Cavani,2,R,jumping on spot,central,Ingame,Cup,191,no,Saved,7,4,Final,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,3,1,1,1,1,1,1,normal,yes,4,important,no,Left,Club,Cup,8,Saved,Left,Blue,Green,yes,Goal,yes,1,2,2,0,0,0,1,4,0,10,0,1,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
286,89,Cavani,2,R,jumping on spot,central,Ingame,League,188,no,Goal,6,3,null,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,normal,no,2,important,no,Right,Club,League,75,Saved,Left,Blue,Green,no,Goal,no,1,2,2,0,1,0,2,3,0,7,0,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
287,89,Cavani,2,R,no,central,Ingame,Cup,184,no,Goal,6,6,Final,null,ST,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,strong,yes,5,normal,no,Left,Club,Cup,74,Goal,Right,Blue,Yellow,no,Goal,no,1,0,2,0,0,0,2,6,0,3,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
288,89,Cavani,2,R,no,central,Ingame,League,188,no,Goal,7,4,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,51,Goal,Left,Blue,Yellow,no,Goal,no,1,0,2,0,1,0,2,4,0,7,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
289,89,Cavani,2,R,no,central,Ingame,League,188,no,Goal,9,6,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,yes,3,normal,no,Left,Club,League,71,Goal,Left,White,Red,no,Goal,no,1,0,2,0,1,0,2,6,0,7,0,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
290,89,Cavani,2,R,no,central,Ingame,League,182,no,Goal,4,4,null,null,ST,still,0.059708695,0.106818182,0.030492742,0.155668775,0.223703633,0.170280948,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Left,Club,League,57,Goal,Left,Blue,Red,no,Goal,no,1,0,2,0,1,0,2,4,0,1,0,2,0,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
291,89,Cavani,2,R,links geneigt,central,Ingame,League,188,no,Goal,9,6,null,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3,1,1,1,1,1,1,strong,no,3,important,yes,Left,Club,League,42,Goal,Left,Blue,Red,yes,Goal,yes,1,1,2,0,1,0,2,6,0,7,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
292,89,Cavani,2,R,no,central,Shootout,Cup,197,no,Goal,6,3,Final,Goal,ST,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,6,1,1,1,1,1,1,normal,no,5,unimportant,no,Left,Club,Cup,null,Goal,Left,White,Black,no,Goal,no,1,0,2,1,0,0,2,3,0,16,0,2,1,2,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
293,89,Cavani,2,R,no,central,Ingame,League,191,no,Goal,9,6,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,yes,2,normal,no,Left,Club,League,90,Goal,Left,Blue,Blue,no,Saved,no,1,0,2,0,1,0,2,6,0,10,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
294,89,Cavani,2,R,no,central,Ingame,League,190,no,Saved,6,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,strong,yes,3,normal,no,Right,Club,League,24,Goal,Left,Blue,Yellow,no,Goal,no,1,0,2,0,1,0,1,6,0,9,0,2,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
295,89,Cavani,2,R,no,central,Ingame,UCL,190,no,Goal,4,4,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,2,normal,no,Left,Club,UCL,84,Saved,Right,White,Black,no,Goal,no,1,0,2,0,0,0,2,4,1,9,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3
296,89,Cavani,2,R,jumping on spot,central,Shootout,EL,189,yes,Goal,9,6,Final,Goal,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,strong,no,5,normal,no,Left,Club,EL,null,Goal,Left,Red,Orange,no,Goal,no,1,2,2,1,0,1,2,6,0,8,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
297,89,Cavani,2,R,no,central,Shootout,Copa America,183,no,Goal,4,4,Quarter-Final,Goal,ST,still,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,6,1,1,1,1,1,1,normal,no,4,normal,no,Right,National Team,Copa America,null,Goal,Left,Blue,Green,no,Goal,no,1,0,2,1,0,0,2,4,0,2,0,2,1,2,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
298,90,Cazorla,2,R,no,central,Shootout,EM,192,no,null,null,null,Quarter-Final,null,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,Red,Green,yes,Goal,yes,1,0,2,1,0,0,0,0,0,11,0,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
299,91,Cheryshev,2,L,no,central,Shootout,WM,192,no,null,null,null,last sixteen,Goal,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,5,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,WM,null,null,null,White,Green,no,Goal,no,0,0,2,1,0,0,0,0,0,11,0,2,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
300,92,Cholevas,1,L,jumping on spot,central,Shootout,WM,185,no,null,null,null,last sixteen,Goal,DF,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,Blue,Green,no,Goal,no,0,2,2,1,0,0,0,0,0,4,1,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,93,Christodoulopoulos,1,R,jumping on spot,central,Shootout,WM,185,no,null,null,null,last sixteen,Goal,MF,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,null,null,null,Blue,Green,no,Goal,no,1,2,2,1,0,0,0,0,0,4,0,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
302,94,Cole,1,L,no,central,Shootout,EM,192,no,null,null,null,Quarter-Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,weak,yes,4,normal,yes,null,National Team,EM,null,null,null,White,Green,yes,Saved,yes,0,0,2,1,0,0,0,0,0,11,1,2,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
303,95,Collins,1,L,no,central,Ingame,League,194,no,null,null,null,null,null,DF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,League,79,null,null,Blue,Blue,no,Saved,no,0,0,2,0,1,0,0,0,0,13,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
304,96,Coquelin,2,R,no,central,Shootout,EL,192,no,null,null,null,Final,Goal,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3,1,1,1,1,1,1,normal,no,5,normal,yes,null,Club,EL,null,null,null,Yellow,Black,no,Goal,no,1,0,2,1,0,0,0,0,0,11,0,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
305,97,Correa,2,R,no,central,Ingame,League,191,no,null,null,null,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,36,null,null,Blue,Green,no,Goal,no,1,0,2,0,1,0,0,0,0,10,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
306,98,Costa,2,L,jumping on spot,central,Shootout,Cup,190,no,null,null,null,2,Goal,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,Cup,null,null,null,Red,Yellow,no,Goal,no,0,2,2,1,0,0,0,0,0,9,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
307,99,Coutinho,2,R,jumping on spot,central,Ingame,League,192,no,null,null,null,null,null,MF,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,1,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,62,null,null,Red,Yellow,no,Goal,no,1,2,2,0,1,0,0,0,0,11,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
308,100,Cruz,1,R,no,central,Shootout,WM,190,no,null,null,null,Quarter-Final,Goal,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,WM,null,null,null,Blue,Blue,no,Goal,no,1,0,2,1,0,0,0,0,0,9,0,2,1,2,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,101,Cuadrado,2,R,no,central,Ingame,WM,185,no,null,null,null,Group,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5,1,1,1,1,1,1,strong,no,3,normal,no,null,National Team,WM,17,null,null,Yellow,Green,no,Goal,no,1,0,2,0,0,0,0,0,1,4,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,101,Cuadrado,2,R,no,central,Shootout,WM,185,no,null,null,null,last sixteen,Goal,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,1,1,1,1,1,1,1,strong,no,4,normal,yes,null,National Team,WM,null,null,null,Yellow,Green,no,Goal,no,1,0,2,1,0,0,0,0,0,4,0,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311,102,Cueva,1,R,no,central,Ingame,WM,189,no,null,null,null,Group,null,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,2,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,45,null,null,White,Black,yes,Missed,yes,1,0,2,0,0,0,0,0,1,8,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
312,103,Cunha,2,R,links geneigt,central,Ingame,League,190,no,null,null,null,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,5,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,44,null,null,Blue,Green,no,Goal,no,1,1,2,0,1,0,0,0,0,9,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
313,103,Cunha,2,R,step forward,central,Ingame,League,187,no,Goal,8,5,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,79,null,null,Blue,Red,no,Goal,no,1,2,2,0,1,0,2,5,0,6,0,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,103,Cunha,2,R,jumping on spot,central,Ingame,League,196,no,Goal,9,6,null,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,21,Goal,Left,Blue-White,Orange,no,Saved,no,1,2,2,0,1,0,2,6,0,15,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
315,104,Czichos,1,L,jumping on spot,central,Shootout,Cup,195,no,null,null,null,last sixteen,null,DF,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,5,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,Yellow,Blue,no,Goal,no,0,2,2,1,0,0,0,0,0,14,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,105,Dabbur,2,R,no,central,Ingame,League,197,yes,null,null,null,null,null,ST,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,League,90,null,null,Blue,Grey,no,Saved,no,1,0,2,0,1,1,0,0,0,16,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,105,Dabbur,2,R,no,slightly right,Ingame,EL,196,no,Saved,7,4,last thirty-two,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,4,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,EL,63,null,null,White,Green,no,Saved,no,1,0,3,0,0,0,1,4,0,15,0,2,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
